name,Mean,MCSE,StdDev,2.5%,50%,97.5%,N_Eff,N_Eff/s,R_hat
"log_lik[17,11]",-0.3961,0.01939,0.7144,-2.591,-0.1768,0.3206,1357,0.03708,1.000
"log_lik[17,12]",-0.3997,0.01604,0.7364,-2.558,-0.1864,0.3371,2107,0.05756,1.000
"log_lik[17,13]",-0.4294,0.01668,0.7618,-2.805,-0.1979,0.3081,2086,0.05698,1.001
"log_lik[17,14]",-0.4067,0.01678,0.7113,-2.502,-0.1901,0.3243,1796,0.04907,1.001
"log_lik[17,15]",-0.4132,0.01793,0.7165,-2.616,-0.2051,0.3279,1596,0.04361,1.002
"log_lik[17,16]",-0.4036,0.01805,0.7113,-2.462,-0.1980,0.3360,1553,0.04243,0.9999
"log_lik[17,17]",-0.4193,0.01756,0.7451,-2.835,-0.1865,0.3227,1801,0.04920,1.001
"log_lik[17,18]",-0.4073,0.01794,0.7118,-2.640,-0.1960,0.3308,1574,0.04299,1.001
"log_lik[17,19]",-0.4127,0.01669,0.7354,-2.575,-0.1978,0.3238,1941,0.05303,0.9994
"log_lik[17,20]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[17,21]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[17,22]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[18,1]",0.1049,0.02349,0.7843,-2.331,0.3063,0.9762,1115,0.03047,1.001
"log_lik[18,2]",0.1442,0.02728,0.7317,-2.045,0.3280,0.9945,719.4,0.01966,1.001
"log_lik[18,3]",0.1303,0.02807,0.7873,-2.263,0.3261,0.9972,786.7,0.02149,1.002
"log_lik[18,4]",0.1438,0.02655,0.7408,-2.065,0.3352,1.004,778.4,0.02127,1.001
"log_lik[18,5]",0.09556,0.02827,0.8488,-2.381,0.3164,0.9938,901.5,0.02463,1.005
"log_lik[18,6]",0.1196,0.02797,0.7664,-2.009,0.3016,0.9772,750.8,0.02051,1.007
"log_lik[18,7]",0.1226,0.02775,0.8051,-2.305,0.3152,0.9867,842.0,0.02300,1.003
"log_lik[18,8]",0.1037,0.02790,0.7939,-2.194,0.3125,0.9968,809.6,0.02212,1.003
"log_lik[18,9]",0.1089,0.02556,0.7943,-2.186,0.3013,0.9827,965.5,0.02638,1.001
"log_lik[18,10]",0.1304,0.02572,0.7429,-2.030,0.3183,0.9850,834.4,0.02280,1.001
"log_lik[18,11]",0.1157,0.02665,0.7602,-2.108,0.3034,0.9877,814.0,0.02224,1.001
"log_lik[18,12]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[18,13]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[18,14]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[18,15]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[18,16]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[18,17]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[18,18]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[18,19]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[18,20]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[18,21]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[18,22]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[19,1]",-0.1976,0.02345,0.7584,-2.636,0.02099,0.6066,1046,0.02858,1.005
"log_lik[19,2]",-0.1861,0.02503,0.7504,-2.517,0.01341,0.6108,898.7,0.02456,1.002
"log_lik[19,3]",-0.2017,0.02595,0.7732,-2.520,0.01392,0.6183,887.8,0.02426,1.005
"log_lik[19,4]",-0.1736,0.02647,0.7307,-2.459,0.03203,0.6109,762.0,0.02082,1.002
"log_lik[19,5]",-0.1934,0.02421,0.7431,-2.330,-0.002107,0.6150,941.9,0.02573,1.004
"log_lik[19,6]",-0.2109,0.02210,0.7933,-2.728,0.01318,0.6055,1288,0.03520,1.002
"log_lik[19,7]",-0.1935,0.02200,0.7269,-2.306,-0.0001419,0.6163,1091,0.02982,1.005
"log_lik[19,8]",-0.1892,0.02483,0.7539,-2.496,0.02193,0.6094,922.3,0.02520,1.008
"log_lik[19,9]",-0.2063,0.02297,0.7712,-2.628,0.01130,0.5996,1127,0.03080,1.006
"log_lik[19,10]",-0.2073,0.02487,0.7842,-2.727,0.01470,0.6177,994.4,0.02717,1.004
"log_lik[19,11]",-0.1829,0.02623,0.7395,-2.382,0.007437,0.6190,794.7,0.02171,1.004
"log_lik[19,12]",-0.1965,0.02580,0.7376,-2.472,0.01111,0.6269,817.2,0.02233,1.004
"log_lik[19,13]",-0.2035,0.02960,0.7841,-2.548,0.01584,0.6026,701.9,0.01918,1.007
"log_lik[19,14]",-0.1731,0.02445,0.7295,-2.285,0.03128,0.5886,889.8,0.02431,1.009
"log_lik[19,15]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[19,16]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[19,17]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[19,18]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[19,19]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[19,20]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[19,21]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[19,22]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[20,1]",0.05741,0.01815,0.7478,-2.149,0.2582,0.8423,1698,0.04638,1.002
"log_lik[20,2]",0.04489,0.01800,0.7399,-2.169,0.2400,0.8572,1690,0.04617,1.001
"log_lik[20,3]",0.06784,0.01684,0.6851,-1.917,0.2398,0.8286,1656,0.04523,1.004
"log_lik[20,4]",0.07000,0.01886,0.6929,-2.022,0.2406,0.8349,1350,0.03688,1.004
"log_lik[20,5]",0.05461,0.01913,0.7412,-2.170,0.2383,0.8412,1501,0.04100,1.002
"log_lik[20,6]",0.02218,0.02188,0.8204,-2.452,0.2466,0.8478,1406,0.03841,1.005
"log_lik[20,7]",0.03455,0.01852,0.7746,-2.135,0.2315,0.8400,1749,0.04779,1.004
"log_lik[20,8]",0.03641,0.01783,0.7841,-2.499,0.2473,0.8467,1935,0.05286,1.002
"log_lik[20,9]",0.04321,0.01967,0.7558,-2.089,0.2387,0.8523,1477,0.04034,1.003
"log_lik[20,10]",0.04226,0.01889,0.7441,-2.139,0.2355,0.8510,1552,0.04240,1.002
"log_lik[20,11]",0.03610,0.02187,0.7731,-2.352,0.2391,0.8610,1250,0.03416,1.004
"log_lik[20,12]",0.04633,0.01707,0.7425,-2.105,0.2395,0.8377,1891,0.05168,1.000
"log_lik[20,13]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[20,14]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[20,15]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[20,16]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[20,17]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[20,18]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[20,19]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[20,20]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[20,21]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"log_lik[20,22]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[1,1]",11.27,0.02796,0.2165,10.87,11.25,11.71,59.94,0.001638,1.044
"mod_pred[1,2]",11.14,0.02224,0.1873,10.76,11.13,11.49,70.93,0.001938,1.039
"mod_pred[1,3]",10.97,0.01150,0.1519,10.63,10.98,11.22,174.5,0.004768,1.017
"mod_pred[1,4]",10.80,0.009476,0.1468,10.47,10.80,11.05,239.8,0.006553,1.010
"mod_pred[1,5]",10.63,0.01285,0.1542,10.30,10.64,10.90,144.0,0.003935,1.020
"mod_pred[1,6]",10.32,0.01599,0.1665,9.964,10.33,10.63,108.4,0.002961,1.029
"mod_pred[1,7]",9.897,0.02276,0.2031,9.474,9.904,10.27,79.65,0.002176,1.037
"mod_pred[1,8]",9.562,0.01751,0.2048,9.143,9.567,9.955,136.9,0.003741,1.025
"mod_pred[1,9]",9.262,0.01226,0.1754,8.893,9.260,9.591,204.6,0.005591,1.024
"mod_pred[1,10]",9.131,0.008629,0.1655,8.770,9.136,9.443,367.9,0.01005,1.011
"mod_pred[1,11]",8.948,0.008365,0.1777,8.577,8.949,9.280,451.3,0.01233,1.012
"mod_pred[1,12]",8.675,0.009097,0.1848,8.247,8.684,9.002,412.8,0.01128,1.009
"mod_pred[1,13]",8.319,0.008824,0.1721,7.946,8.324,8.630,380.5,0.01040,1.008
"mod_pred[1,14]",7.955,0.01999,0.2016,7.520,7.962,8.303,101.7,0.002779,1.040
"mod_pred[1,15]",7.518,0.01028,0.2110,7.062,7.527,7.907,421.4,0.01151,1.004
"mod_pred[1,16]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[1,17]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[1,18]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[1,19]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[1,20]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[1,21]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[1,22]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[2,1]",11.88,0.007939,0.1331,11.59,11.88,12.12,280.9,0.007675,1.005
"mod_pred[2,2]",11.78,0.006847,0.1257,11.51,11.78,12.01,337.0,0.009207,1.008
"mod_pred[2,3]",11.67,0.006383,0.1204,11.43,11.67,11.89,356.0,0.009727,1.016
"mod_pred[2,4]",11.57,0.006680,0.1205,11.32,11.57,11.79,325.3,0.008888,1.025
"mod_pred[2,5]",11.47,0.007281,0.1255,11.20,11.47,11.71,296.9,0.008112,1.029
"mod_pred[2,6]",11.34,0.006836,0.1337,11.06,11.35,11.59,382.4,0.01045,1.016
"mod_pred[2,7]",11.18,0.005730,0.1359,10.89,11.18,11.43,562.2,0.01536,1.004
"mod_pred[2,8]",10.91,0.006033,0.1301,10.62,10.91,11.15,465.3,0.01271,1.008
"mod_pred[2,9]",10.50,0.006975,0.1118,10.26,10.51,10.70,256.9,0.007020,1.017
"mod_pred[2,10]",10.21,0.007934,0.1102,9.975,10.21,10.41,193.0,0.005273,1.016
"mod_pred[2,11]",10.00,0.005882,0.1111,9.756,10.00,10.20,356.7,0.009746,1.005
"mod_pred[2,12]",9.743,0.004473,0.1083,9.507,9.745,9.939,586.0,0.01601,1.002
"mod_pred[2,13]",9.443,0.007796,0.1237,9.181,9.444,9.667,251.6,0.006875,1.018
"mod_pred[2,14]",9.267,0.009026,0.1450,8.952,9.271,9.535,258.2,0.007055,1.005
"mod_pred[2,15]",9.093,0.006924,0.1427,8.784,9.096,9.354,424.8,0.01161,1.002
"mod_pred[2,16]",8.787,0.005846,0.1357,8.497,8.788,9.037,538.6,0.01472,1.008
"mod_pred[2,17]",8.389,0.005199,0.1271,8.120,8.394,8.627,597.3,0.01632,1.012
"mod_pred[2,18]",8.137,0.006021,0.1479,7.821,8.137,8.420,603.6,0.01649,1.014
"mod_pred[2,19]",7.920,0.005969,0.1658,7.563,7.931,8.217,772.1,0.02109,1.007
"mod_pred[2,20]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[2,21]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[2,22]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[3,1]",12.12,0.01229,0.1548,11.80,12.13,12.40,158.8,0.004339,1.016
"mod_pred[3,2]",12.00,0.01199,0.1558,11.68,12.00,12.28,168.9,0.004614,1.010
"mod_pred[3,3]",11.85,0.01190,0.1608,11.53,11.85,12.15,182.7,0.004990,1.006
"mod_pred[3,4]",11.71,0.01257,0.1707,11.36,11.70,12.02,184.4,0.005037,1.005
"mod_pred[3,5]",11.56,0.01377,0.1858,11.20,11.56,11.92,182.1,0.004975,1.005
"mod_pred[3,6]",11.35,0.01708,0.2272,10.85,11.36,11.78,177.0,0.004836,1.008
"mod_pred[3,7]",11.19,0.01672,0.2512,10.68,11.21,11.64,225.6,0.006164,1.006
"mod_pred[3,8]",11.03,0.01134,0.2136,10.58,11.04,11.42,354.9,0.009697,1.010
"mod_pred[3,9]",10.77,0.01232,0.1889,10.37,10.77,11.10,235.0,0.006420,1.024
"mod_pred[3,10]",10.58,0.01682,0.2143,10.12,10.58,10.97,162.3,0.004435,1.020
"mod_pred[3,11]",10.39,0.01712,0.2280,9.870,10.40,10.80,177.5,0.004850,1.011
"mod_pred[3,12]",10.09,0.01448,0.2215,9.598,10.10,10.49,234.0,0.006393,1.004
"mod_pred[3,13]",9.667,0.01049,0.2111,9.220,9.672,10.06,405.3,0.01107,1.005
"mod_pred[3,14]",9.350,0.01056,0.2304,8.873,9.352,9.786,476.4,0.01301,1.011
"mod_pred[3,15]",9.183,0.01175,0.2662,8.621,9.184,9.695,512.8,0.01401,1.005
"mod_pred[3,16]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[3,17]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[3,18]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[3,19]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[3,20]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[3,21]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[3,22]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[4,1]",12.33,0.007507,0.1072,12.10,12.34,12.51,203.8,0.005567,1.005
"mod_pred[4,2]",12.24,0.007272,0.1096,12.01,12.25,12.42,227.2,0.006208,1.001
"mod_pred[4,3]",12.14,0.007083,0.1137,11.90,12.15,12.34,257.7,0.007042,1.001
"mod_pred[4,4]",12.04,0.006764,0.1190,11.80,12.05,12.25,309.4,0.008454,1.005
"mod_pred[4,5]",11.96,0.006549,0.1250,11.70,11.97,12.18,364.5,0.009959,1.008
"mod_pred[4,6]",11.84,0.006371,0.1345,11.55,11.85,12.09,445.5,0.01217,1.008
"mod_pred[4,7]",11.67,0.007619,0.1463,11.35,11.68,11.94,368.5,0.01007,1.014
"mod_pred[4,8]",11.39,0.01296,0.1420,11.07,11.39,11.65,120.1,0.003283,1.029
"mod_pred[4,9]",10.97,0.009081,0.1073,10.73,10.97,11.17,139.7,0.003818,1.030
"mod_pred[4,10]",10.66,0.007005,0.09180,10.47,10.67,10.83,171.7,0.004692,1.027
"mod_pred[4,11]",10.46,0.006398,0.09964,10.25,10.47,10.64,242.5,0.006625,1.017
"mod_pred[4,12]",10.22,0.006524,0.1053,9.994,10.23,10.42,260.4,0.007115,1.007
"mod_pred[4,13]",9.950,0.006964,0.1172,9.700,9.951,10.16,283.1,0.007734,1.020
"mod_pred[4,14]",9.794,0.006983,0.1344,9.517,9.794,10.05,370.4,0.01012,1.007
"mod_pred[4,15]",9.616,0.007703,0.1488,9.302,9.614,9.910,373.1,0.01019,1.007
"mod_pred[4,16]",9.299,0.007733,0.1499,8.985,9.297,9.597,375.8,0.01027,1.012
"mod_pred[4,17]",8.883,0.004959,0.1360,8.597,8.883,9.143,751.7,0.02054,1.007
"mod_pred[4,18]",8.618,0.005790,0.1510,8.320,8.614,8.911,680.5,0.01859,1.009
"mod_pred[4,19]",8.412,0.006154,0.1619,8.075,8.413,8.716,692.0,0.01891,1.008
"mod_pred[4,20]",8.136,0.006314,0.1666,7.794,8.140,8.439,696.4,0.01903,1.007
"mod_pred[4,21]",7.882,0.008080,0.1709,7.545,7.883,8.204,447.5,0.01223,1.012
"mod_pred[4,22]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[5,1]",11.71,0.01121,0.1390,11.41,11.71,11.97,153.8,0.004201,1.043
"mod_pred[5,2]",11.62,0.008238,0.1272,11.34,11.62,11.85,238.3,0.006512,1.032
"mod_pred[5,3]",11.52,0.006201,0.1171,11.26,11.52,11.74,356.5,0.009741,1.016
"mod_pred[5,4]",11.43,0.006088,0.1179,11.17,11.43,11.64,374.9,0.01024,1.006
"mod_pred[5,5]",11.34,0.007249,0.1252,11.08,11.35,11.58,298.3,0.008149,1.005
"mod_pred[5,6]",11.22,0.008238,0.1345,10.94,11.22,11.47,266.4,0.007279,1.006
"mod_pred[5,7]",10.99,0.007335,0.1339,10.72,10.99,11.25,333.1,0.009101,1.004
"mod_pred[5,8]",10.62,0.006924,0.1324,10.36,10.62,10.88,365.6,0.009988,1.004
"mod_pred[5,9]",10.07,0.008212,0.1151,9.846,10.07,10.30,196.4,0.005366,1.007
"mod_pred[5,10]",9.594,0.009736,0.1201,9.348,9.590,9.835,152.2,0.004158,1.019
"mod_pred[5,11]",9.275,0.009081,0.1334,8.983,9.276,9.519,215.8,0.005896,1.024
"mod_pred[5,12]",8.977,0.006288,0.1357,8.669,8.981,9.211,465.7,0.01272,1.009
"mod_pred[5,13]",8.725,0.008884,0.1302,8.440,8.729,8.968,214.8,0.005868,1.024
"mod_pred[5,14]",8.596,0.009535,0.1374,8.314,8.596,8.856,207.5,0.005671,1.033
"mod_pred[5,15]",8.375,0.007395,0.1331,8.086,8.373,8.635,324.0,0.008853,1.019
"mod_pred[5,16]",7.960,0.005636,0.1307,7.683,7.959,8.202,538.1,0.01470,1.011
"mod_pred[5,17]",7.399,0.005166,0.1332,7.106,7.401,7.645,665.0,0.01817,1.010
"mod_pred[5,18]",6.965,0.008740,0.1712,6.599,6.969,7.281,383.7,0.01048,1.014
"mod_pred[5,19]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[5,20]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[5,21]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[5,22]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[6,1]",11.49,0.01451,0.1701,11.12,11.49,11.80,137.4,0.003753,1.017
"mod_pred[6,2]",11.38,0.01059,0.1539,11.05,11.38,11.68,211.4,0.005777,1.015
"mod_pred[6,3]",11.27,0.008095,0.1396,10.98,11.27,11.55,297.3,0.008123,1.016
"mod_pred[6,4]",11.17,0.007745,0.1321,10.89,11.17,11.42,291.1,0.007954,1.022
"mod_pred[6,5]",11.06,0.007918,0.1303,10.78,11.06,11.30,270.6,0.007394,1.024
"mod_pred[6,6]",10.85,0.007344,0.1381,10.54,10.86,11.11,353.4,0.009655,1.014
"mod_pred[6,7]",10.48,0.006774,0.1589,10.13,10.48,10.77,550.2,0.01503,1.008
"mod_pred[6,8]",9.973,0.02092,0.1828,9.574,9.979,10.32,76.35,0.002086,1.035
"mod_pred[6,9]",9.372,0.01020,0.1659,9.018,9.374,9.697,264.5,0.007226,1.025
"mod_pred[6,10]",8.849,0.007301,0.1645,8.511,8.844,9.169,507.5,0.01387,1.012
"mod_pred[6,11]",8.473,0.006955,0.1903,8.086,8.467,8.846,748.9,0.02046,1.001
"mod_pred[6,12]",8.115,0.01386,0.2254,7.662,8.111,8.546,264.3,0.007222,1.004
"mod_pred[6,13]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[6,14]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[6,15]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[6,16]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[6,17]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[6,18]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[6,19]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[6,20]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[6,21]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[6,22]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[7,1]",10.79,0.006144,0.1188,10.55,10.80,11.01,373.6,0.01021,1.010
"mod_pred[7,2]",10.69,0.005032,0.1081,10.46,10.70,10.90,461.9,0.01262,1.005
"mod_pred[7,3]",10.57,0.004206,0.1006,10.35,10.57,10.77,572.0,0.01563,1.002
"mod_pred[7,4]",10.45,0.003834,0.09802,10.23,10.45,10.63,653.5,0.01785,1.002
"mod_pred[7,5]",10.32,0.003899,0.09954,10.11,10.32,10.50,651.8,0.01781,1.002
"mod_pred[7,6]",10.06,0.004642,0.1098,9.831,10.06,10.26,559.9,0.01530,1.002
"mod_pred[7,7]",9.620,0.006336,0.1309,9.354,9.617,9.885,426.9,0.01166,1.001
"mod_pred[7,8]",9.157,0.008213,0.1563,8.838,9.151,9.470,362.2,0.009897,1.009
"mod_pred[7,9]",8.692,0.006182,0.1518,8.390,8.681,9.009,603.4,0.01649,1.007
"mod_pred[7,10]",8.452,0.009639,0.1985,8.063,8.449,8.848,424.2,0.01159,1.008
"mod_pred[7,11]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[7,12]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[7,13]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[7,14]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[7,15]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[7,16]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[7,17]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[7,18]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[7,19]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[7,20]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[7,21]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[7,22]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[8,1]",11.45,0.01073,0.1391,11.13,11.46,11.70,168.1,0.004593,1.029
"mod_pred[8,2]",11.32,0.008758,0.1222,11.04,11.33,11.53,194.5,0.005315,1.028
"mod_pred[8,3]",11.15,0.006151,0.1024,10.91,11.16,11.33,277.3,0.007576,1.021
"mod_pred[8,4]",10.97,0.004717,0.09505,10.75,10.97,11.14,406.1,0.01110,1.010
"mod_pred[8,5]",10.78,0.004865,0.09937,10.56,10.78,10.96,417.1,0.01140,1.005
"mod_pred[8,6]",10.39,0.007405,0.1166,10.16,10.39,10.62,247.8,0.006770,1.015
"mod_pred[8,7]",9.787,0.01030,0.1392,9.527,9.775,10.07,182.9,0.004996,1.025
"mod_pred[8,8]",9.173,0.01220,0.1712,8.855,9.159,9.520,196.8,0.005378,1.014
"mod_pred[8,9]",8.559,0.01029,0.1666,8.260,8.544,8.909,261.9,0.007155,1.011
"mod_pred[8,10]",8.229,0.01030,0.2079,7.818,8.218,8.667,407.3,0.01113,1.004
"mod_pred[8,11]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[8,12]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[8,13]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[8,14]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[8,15]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[8,16]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[8,17]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[8,18]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[8,19]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[8,20]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[8,21]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[8,22]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[9,1]",12.05,0.02103,0.1831,11.62,12.07,12.36,75.78,0.002070,1.051
"mod_pred[9,2]",11.95,0.02269,0.1819,11.54,11.97,12.26,64.23,0.001755,1.057
"mod_pred[9,3]",11.84,0.02960,0.1842,11.42,11.86,12.16,38.74,0.001059,1.061
"mod_pred[9,4]",11.75,0.03371,0.1924,11.31,11.76,12.09,32.56,0.0008895,1.058
"mod_pred[9,5]",11.67,0.03222,0.2035,11.23,11.68,12.04,39.87,0.001089,1.056
"mod_pred[9,6]",11.56,0.02270,0.2228,11.08,11.57,11.96,96.29,0.002631,1.049
"mod_pred[9,7]",11.35,0.01637,0.2309,10.85,11.36,11.75,199.0,0.005438,1.034
"mod_pred[9,8]",10.98,0.01333,0.2214,10.50,10.99,11.38,275.9,0.007537,1.019
"mod_pred[9,9]",10.44,0.01040,0.1911,10.02,10.44,10.77,337.6,0.009224,1.006
"mod_pred[9,10]",9.959,0.01015,0.1963,9.520,9.968,10.33,374.4,0.01023,1.011
"mod_pred[9,11]",9.589,0.01423,0.2454,9.062,9.591,10.07,297.3,0.008122,1.025
"mod_pred[9,12]",9.275,0.01459,0.2610,8.720,9.274,9.771,319.8,0.008739,1.025
"mod_pred[9,13]",9.043,0.01248,0.2392,8.553,9.051,9.487,367.6,0.01004,1.018
"mod_pred[9,14]",8.916,0.01420,0.2571,8.359,8.922,9.415,327.9,0.008959,1.016
"mod_pred[9,15]",8.675,0.01367,0.2780,8.064,8.679,9.206,413.4,0.01129,1.013
"mod_pred[9,16]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[9,17]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[9,18]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[9,19]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
"mod_pred[9,20]",0.0000,nan,0.0000,0.0000,0.0000,0.0000,nan,nan,nan
