name,Mean,MCSE,StdDev,2.5%,50%,97.5%,N_Eff,N_Eff/s,R_hat
"etaStd[3,2]",-0.6284,0.08048,0.8576,-2.336,-0.6328,0.9078,113.6,0.002927,1.011
"etaStd[3,3]",-0.4573,0.1596,0.5152,-1.527,-0.5197,0.6125,10.42,0.0002685,1.168
"etaStd[3,4]",0.06518,0.06145,0.5985,-1.147,0.03878,1.261,94.87,0.002446,1.035
"etaStd[3,5]",0.2879,0.06811,0.6323,-0.8710,0.2830,1.491,86.17,0.002221,1.042
"etaStd[3,6]",-0.9755,0.07637,0.5723,-2.163,-0.9778,0.1733,56.17,0.001448,1.087
"etaStd[3,7]",1.265,0.05821,0.5674,0.04337,1.291,2.305,95.02,0.002449,1.047
"etaStd[3,8]",0.001619,0.1699,0.8655,-1.572,0.05948,1.636,25.94,0.0006687,1.131
"etaStd[3,9]",1.155,0.08098,0.6196,-0.1833,1.157,2.343,58.54,0.001509,1.046
"etaStd[3,10]",-0.3727,0.06086,0.4576,-1.328,-0.3902,0.5375,56.54,0.001457,1.097
"etaStd[3,11]",-0.3558,0.08057,0.5701,-1.542,-0.3790,0.8514,50.06,0.001291,1.085
"etaStd[3,12]",-1.197,0.1073,0.5784,-2.430,-1.216,-0.1007,29.04,0.0007485,1.105
"etaStd[3,13]",-0.1747,0.1215,0.5506,-1.308,-0.2015,0.8721,20.54,0.0005294,1.112
"etaStd[3,14]",-1.416,0.1107,0.6396,-2.729,-1.415,-0.2580,33.36,0.0008601,1.092
"etaStd[3,15]",-0.1156,0.09674,0.6440,-1.714,-0.1352,0.9754,44.32,0.001142,1.076
"etaStd[3,16]",0.04411,0.05595,0.4840,-1.026,0.05362,0.9705,74.82,0.001929,1.046
"etaStd[3,17]",0.2065,0.05625,0.6115,-1.075,0.2030,1.273,118.2,0.003046,1.057
"etaStd[3,18]",1.325,0.05084,0.5830,0.1749,1.309,2.486,131.5,0.003389,1.029
"etaStd[3,19]",1.412,0.06981,0.7920,-0.3357,1.460,2.922,128.7,0.003318,1.043
"etaStd[4,1]",-0.1423,0.09415,0.9296,-1.892,-0.1944,1.674,97.50,0.002513,1.038
"etaStd[4,2]",-0.2404,0.1333,1.060,-2.151,-0.2190,1.660,63.19,0.001629,1.042
"etaStd[4,3]",-0.08551,0.06919,0.8999,-1.945,-0.1425,1.570,169.2,0.004361,1.017
"etaStd[4,4]",-0.3782,0.06716,1.005,-2.666,-0.3787,1.398,224.0,0.005774,1.006
"etaStd[4,5]",-0.1856,0.07085,0.9628,-1.940,-0.2132,1.655,184.7,0.004760,1.015
"etaStd[4,6]",-0.1159,0.08322,1.018,-2.076,-0.06421,1.720,149.8,0.003861,1.025
"etaStd[4,7]",0.2972,0.1122,1.028,-2.256,0.3748,2.081,83.84,0.002161,1.037
"etaStd[4,8]",-0.4685,0.07884,0.9586,-2.381,-0.5014,1.497,147.9,0.003811,1.027
"etaStd[4,9]",-0.3107,0.06844,0.9306,-2.098,-0.3395,1.475,184.9,0.004767,1.032
"etaStd[4,10]",0.07989,0.09635,0.9390,-1.887,0.09215,1.789,94.96,0.002448,1.031
"etaStd[4,11]",0.07320,0.07280,0.9419,-2.010,0.1668,1.676,167.4,0.004314,1.026
"etaStd[4,12]",-0.2061,0.09995,0.9526,-2.222,-0.2533,1.677,90.83,0.002341,1.045
"etaStd[4,13]",0.3142,0.08443,0.9219,-1.571,0.2373,2.020,119.2,0.003073,1.030
